"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-xs 3","text-lg","text-2xs","whitespace-pre-wrap","whitespace-pre-wrap 2","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 6","text-lg 2","text-2xs 3","text-2xs 4","relative src 2","whitespace-pre-wrap 3","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 5","text-xs 8","text-lg 3","text-2xs 5","whitespace-pre-wrap 4","whitespace-pre-wrap 5","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 6","text-xs 9","text-lg 4","text-2xs 7","whitespace-pre-wrap 6"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/beef/sin-sign-chk-htdg-cheese-375g/p/2265006","https://cdn.mafrservices.com/pim-content/UAE/media/product/2265006/1763359203/2265006_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-classic-land-salmon-2x100g/p/1839699","Caviar Classic Land Salmon Roe Caviar 100g Pack of 2","AED 545 per Kilo","109",".00","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chkn-mort-pepper-200g/p/1220620","https://cdn.mafrservices.com/sys-master-root/ha2/hde/28546421784606/1220620_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chkn-mort-chili-200g/p/1220621","Al Rawdah Chilli Fresh Chicken Mortadella, 200g","AED 30.95 per Kilo","6",".19","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chkn-mort-chili-200g/p/1220621","https://cdn.mafrservices.com/pim-content/UAE/media/product/1220621/1752202803/1220621_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/al-rawdah-chkn-mort-pepper-200g/p/1220620","Al Rawdah Fresh Chicken Mortadella With Black Pepper 200g","AED 30.95 per Kilo","6",".19","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/sea-foods/caviar-classic-land-salmon-2x100g/p/1839699","https://cdn.mafrservices.com/pim-content/UAE/media/product/1839699/1753772403/1839699_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/sin-sign-chk-htdg-cheese-375g/p/2265006","Siniora Signature Chicken Hotdog with Cheese, 375g","AED 54.11 per Kilo","20",".29",""
"","https://www.carrefouruae.com/mafuae/en/slow-cooked-meat/martiko-onion-jam-45g/p/1915440","https://cdn.mafrservices.com/sys-master-root/h27/h16/49128002617374/1915440_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/country-smoked-beef-strips-100g/p/1406194","Country Smoked Beef Strips 100g","AED 112.90 per Kilo","11",".29","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-beef-basturma-100g/p/2243230","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243230/1748315403/2243230_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/slow-cooked-meat/martiko-onion-jam-45g/p/1915440","Martiko Onion Jam 45g","AED 204.22 per Kilo","9",".19","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-wagyu-salami-100g/p/2243229","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243229/1748315403/2243229_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-wagyu-salami-100g/p/2243229","Fettayleh Wagyu Salami, 100g","AED 49990 per Kilo","49",".99","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/beef/country-smoked-beef-strips-100g/p/1406194","https://cdn.mafrservices.com/sys-master-root/hf4/h28/12854537748510/1406194_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-beef-basturma-100g/p/2243230","Fettayleh Beef Basturma, 100g","AED 49990 per Kilo","49",".99",""
"","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-italian-mortadella-100g/p/2243224","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243224/1748315403/2243224_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-beef-bresaola-100g/p/2243227","Fettayleh Beef Bresaola, 100g","AED 49790 per Kilo","49",".79","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-lamb-prosciutto-100g/p/2243226","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243226/1748315403/2243226_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-wagyu-smoked-beef-100g/p/2243228","Fettayleh Wagyu Smoked Beef, 100g","AED 54990 per Kilo","54",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-wagyu-smoked-beef-100g/p/2243228","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243228/1748315403/2243228_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-lamb-prosciutto-100g/p/2243226","Fettayleh Lamb Prosciutto, 100g","AED 49990 per Kilo","49",".99","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-beef-bresaola-100g/p/2243227","https://cdn.mafrservices.com/pim-content/UAE/media/product/2243227/1748315403/2243227_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/fettayleh-italian-mortadella-100g/p/2243224","Fettayleh Italian Mortadella, 100g","AED 45990 per Kilo","45",".99",""
"","https://www.carrefouruae.com/mafuae/en/olives/moroccan-olives-with-lemon/p/2242902","https://cdn.mafrservices.com/pim-content/UAE/media/product/2242902/1769414080/2242902_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-bologna-nut-150g/p/2265004","Siniora Signature Beef Bologna with Mixed Nuts, 150g","AED 69.93 per Kilo","10",".49","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-olive/p/2296312","https://cdn.mafrservices.com/pim-content/UAE/media/product/2296312/1778655600/2296312_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/moroccan-olives-with-lemon/p/2242902","Moroccan Olives With Lemon","250g - Approx 4 pieces/KG","9",".12","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/beef-peperni-slic-skin-200g/p/2278486","https://cdn.mafrservices.com/pim-content/UAE/media/product/2278486/1768673400/2278486_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/beef-peperni-slic-skin-200g/p/2278486","Prime Premium Beef Pepperoni Sliced, 200g","AED 81.45 per Kilo","16",".29","Only 3 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/siniora-beef-bologna-nut-150g/p/2265004","https://cdn.mafrservices.com/pim-content/UAE/media/product/2265004/1763359203/2265004_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-olive/p/2296312","Arabella Beef Mortadela Olive","250g - Approx 4 pieces/KG","7",".50",""
"","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-pepper/p/2296310","https://cdn.mafrservices.com/pim-content/UAE/media/product/2296310/1778655600/2296310_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-pln-lf-skin-200g/p/2278487","Prime Premium Smoked Turkey Breast Plain Low Fat, 200g","AED 112.45 per Kilo","22",".49","Tod. 12:00 PM","Only 3 left","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-plain/p/2296311","https://cdn.mafrservices.com/pim-content/UAE/media/product/2296311/1778655600/2296311_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-pepper/p/2296310","Arabella Beef Mortadela Pepper","250g - Approx 4 pieces/KG","7",".50","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-brazil-nuts/p/2277935","https://cdn.mafrservices.com/pim-content/UAE/media/product/2277935/1769853926/2277935_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-plain/p/2296311","Arabella Beef Mortadela Plain","250g - Approx 4 pieces/KG","7",".50","Only 3 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-pln-lf-skin-200g/p/2278487","https://cdn.mafrservices.com/pim-content/UAE/media/product/2278487/1769155200/2278487_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-brazil-nuts/p/2277935","Brazil Nuts Pre-Packed","","60",".99","Tod. 12:00 PM"
"","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-banana-chips/p/2277945","https://cdn.mafrservices.com/pim-content/UAE/media/product/2277945/1769853926/2277945_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-raisins-golden-medium/p/2277936","Raisins Golden Medium Pre-Packed","AED 81.45 per Kilo","12",".99","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/prime-beef-salami-sliced-skin-200g/p/2278482","https://cdn.mafrservices.com/pim-content/UAE/media/product/2278482/1769155200/2278482_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-apricots-dried/p/2277939","Apricots Dried Pre-Packed","","32",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-apricots-dried/p/2277939","https://cdn.mafrservices.com/pim-content/UAE/media/product/2277939/1769853926/2277939_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/prime-beef-salami-sliced-skin-200g/p/2278482","Prime Premium Smoked Turkey Breast Salami Sliced Skin, 200g","","16",".29","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-raisins-golden-medium/p/2277936","https://cdn.mafrservices.com/pim-content/UAE/media/product/2277936/1769853926/2277936_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-banana-chips/p/2277945","Banana Chips Pre-Packed","","7",".49",""
"","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-pln-skn200g/p/2278490","https://cdn.mafrservices.com/pim-content/UAE/media/product/2278490/1769155200/2278490_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-supreme-mix/p/2277946","Supreme Mix Pre-Packed","AED 107.45 per Kilo","22",".99","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/chicken/ckn-strps-slic-skin-200g/p/2278484","https://cdn.mafrservices.com/pim-content/UAE/media/product/2278484/1768673400/2278484_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-strips-skin-200g/p/2278485","Prime Premium Turkey Breast Strips, 200g","AED 86.45 per Kilo","21",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-strips-skin-200g/p/2278485","https://cdn.mafrservices.com/pim-content/UAE/media/product/2278485/1769155200/2278485_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/chicken/ckn-strps-slic-skin-200g/p/2278484","Prime Premium Smoked Chicken Strips, 200g","AED 106.45 per Kilo","17",".29","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/herbs-pulses/pp-supreme-mix/p/2277946","https://cdn.mafrservices.com/pim-content/UAE/media/product/2277946/1769853926/2277946_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-pln-skn200g/p/2278490","Prime Premium Smoked Turkey Breast Plain, 200g","","21",".29",""
"","https://www.carrefouruae.com/mafuae/en/olives/spanish-olives-pitted-citrus-2kg/p/2267971","https://cdn.mafrservices.com/pim-content/UAE/media/product/2267971/1773914400/2267971_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/beef-strps-slic-skin-200g/p/2278483","Prime Premium Beef Strips Sliced Skin, 200g","AED 121.45 per Kilo","24",".29","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-pstrmi-skin-200g/p/2278491","https://cdn.mafrservices.com/pim-content/UAE/media/product/2278491/1769155200/2278491_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-drkfrst-skin-200g/p/2278488","Prime Premium Smoked Turkey Breast Dark Forest, 200g","AED 112.45 per Kilo","22",".49","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-drkfrst-skin-200g/p/2278488","https://cdn.mafrservices.com/pim-content/UAE/media/product/2278488/1769155200/2278488_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-pstrmi-skin-200g/p/2278491","Prime Premium Smoked Turkey Breast Pastrami, 200g","AED 112.45 per Kilo","22",".49","Only 2 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/beef-strps-slic-skin-200g/p/2278483","https://cdn.mafrservices.com/pim-content/UAE/media/product/2278483/1768673400/2278483_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/spanish-olives-pitted-citrus-2kg/p/2267971","Spanish Pitted Citrus Olives","500g - Approx 2 pieces/KG","25",".00",""
"","","","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-rspbry-skin-200g/p/2278489","Prime Premium Smoked Turkey Breast Raspberry, 200g","AED 112.45 per Kilo","22",".49","Tod. 12:00 PM","Only 2 left","","","https://www.carrefouruae.com/mafuae/en/olives/spanish-olives-black-seasoned-2kg/p/2267972","Spanish Black Olives Seasoned","500g - Approx 2 pieces/KG","25",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/olives/spanish-olives-jalapeno-stuffed-2kg/p/2267977","Spanish Olives Stuffed With Jalapeno Pepper","500g - Approx 2 pieces/KG","25",".00","Only 2 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/turkey/smkd-trky-brst-rspbry-skin-200g/p/2278489","https://cdn.mafrservices.com/pim-content/UAE/media/product/2278489/1769155200/2278489_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/spanish-olives-orange-stuffed-2kg/p/2267975","Spanish Olives Stuffed With Orange","500g - Approx 2 pieces/KG","25",".00","Only 2 left"
"","https://www.carrefouruae.com/mafuae/en/olives/spanish-olives-chupadedos-2kg/p/2267974","https://cdn.mafrservices.com/pim-content/UAE/media/product/2267974/1773914400/2267974_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/spanish-olives-chupadedos-2kg/p/2267974","Spanish Pitted Mainated Green Olives","500g - Approx 2 pieces/KG","25",".00","Only 2 left","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/olives/spanish-olive-bluecheese-stuffd-2kg/p/2267966","https://cdn.mafrservices.com/pim-content/UAE/media/product/2267966/1773914400/2267966_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/olives/spanish-olive-bluecheese-stuffd-2kg/p/2267966","Spanish Olives Stuffed With Blue Cheese","500g - Approx 2 pieces/KG","25",".00","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Only 2 left","https://www.carrefouruae.com/mafuae/en/slow-cooked-meat/martiko-sweet-pumpkin-toast-100g/p/1915432","https://cdn.mafrservices.com/sys-master-root/ha8/h0e/49128002879518/1915432_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/raw-chef-s-choice-beef-ssg-300g/p/1594943","Chefs Choice Raw Beef Luncheon Meat 300g","AED 69.30 per Kilo","20",".79","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/raw-chef-s-choice-beef-ssg-300g/p/1594943","https://cdn.mafrservices.com/sys-master-root/he7/h8e/28546540306462/1594943_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/slow-cooked-meat/martiko-sweet-pumpkin-toast-100g/p/1915432","Martiko Toast With Sweet Pumpkin 100g","AED 152.90 per Kilo","15",".29","Only 4 left"
"30% OFF","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/fireball-smok-turk-breast-500g/p/1871660","https://cdn.mafrservices.com/sys-master-root/hbc/hdf/49111714562078/1871660_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/smoked-roasted-turkey/fireball-smok-turk-breast-500g/p/1871660","Fireball Smoked Turkey Breast 500g","AED 209.80 per Kilo","52",".49","Tod. 12:00 PM","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-pepper-500/p/2296314","https://cdn.mafrservices.com/pim-content/UAE/media/product/2296314/1778655600/2296314_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-pepper-500/p/2296314","Arabella Beef Mortadella Pepper 500g","","19",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-olive-500/p/2296309","https://cdn.mafrservices.com/pim-content/UAE/media/product/2296309/1778655600/2296309_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/sea-foods/lemon-pearls-for-smoked-salmon-50g/p/2268394","LEMON PEARLS FOR SMOKED SALMON 50G","","10",".49","Tod. 12:00 PM","","https://www.carrefouruae.com/mafuae/en/sea-foods/lemon-pearls-for-smoked-salmon-50g/p/2268394","https://cdn.mafrservices.com/pim-content/UAE/media/product/2268394/1764759603/2268394_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-olive-500/p/2296309","Arabella Beef Mortadella Olive 500g","","19",".99",""
"","","","https://www.carrefouruae.com/mafuae/en/beef/arabella-beef-mortadela-plain-500/p/2296313","Arabella Beef Mortadella Pain 500g","AED 29.58 per Kilo","19",".99","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/turkey/prime-turkey-mortadella-olives-500g/p/1173260","Prime Olives Turkey Mortadella, 500g","AED 516.13 per Kilo","14",".79","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/sea-foods/labeyrie-red-lumpfish-roe-80g/p/1587086","Labeyrie Red Lumpfish Eggs 80g","AED 516.13 per Kilo","41",".29","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/sea-foods/labeyrie-black-lumpfish-roe-80g/p/1587085","Labeyrie Black Lumpfish Eggs 80g","","41",".29",""
"","","","https://www.carrefouruae.com/mafuae/en/olives/olive-greek-mix-pitted-120g/p/2297091","Olive Greek Mix Pitted 120g","","18",".99","Tod. 12:00 PM","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/olives/olive-marrakech-mix-pitted-120g/p/2297087","Olive Marrakech Mix Pitted 120g","","18",".99","AED","https://cdnprod.mafretailproxy.com/assets/images/SLA_clock_ic_c134066a55.svg","Tod. 12:00 PM","","","https://www.carrefouruae.com/mafuae/en/olives/olive-basil-garlic-pitted-120g/p/2297089","Olive Basil & Garlic Pitted 120g","","18",".99","Tod. 12:00 PM","","","","https://www.carrefouruae.com/mafuae/en/olives/halkidiki-pimento-stuffed-120g/p/2297086","Halkidiki Pimento Stuffed 120g","","18",".99",""
"","","","https://www.carrefouruae.com/mafuae/en/olives/olive-beldi-black-pitted-120g/p/2297085","Olive Beldi Black Pitted 120g","","18",".99","Tod. 12:00 PM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
