"text-xs","w-full href","rounded-lg src","max-w-[134px] href","text-sm","text-lg","text-2xs","whitespace-pre-wrap","w-full href 2","rounded-lg src 2","max-w-[134px] href 2","text-sm 3","text-xs 3","text-lg 2","text-2xs 3","whitespace-pre-wrap 2","w-full href 3","rounded-lg src 3","max-w-[134px] href 3","text-sm 4","text-lg 3","text-2xs 5","whitespace-pre-wrap 3","whitespace-pre-wrap 4","text-xs 4","w-full href 4","rounded-lg src 4","max-w-[134px] href 4","text-sm 5","text-lg 4","text-2xs 7","whitespace-pre-wrap 5","inline-flex src","text-xs 6","text-xs 7","text-xs 8","inline-flex src 2"
"Choose Better","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/almarai-black-cherry-yoghurt-14gx6/p/2262056","https://cdn.mafrservices.com/pim-content/UAE/media/product/2262056/1764389405/2262056_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/almarai-black-cherry-yoghurt-14gx6/p/2262056","Almarai Black Cherry Yoghurt, 14g Pack of 6","10",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/egyptian-white-cheese/mozzarella-shredded-kg/p/75399","https://cdn.mafrservices.com/pim-content/UAE/media/product/75399/1772360053/75399_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/egyptian-white-cheese/mozzarella-shredded-kg/p/75399","Mozzarella Shredded","250g - Approx 4 pieces/KG","8",".75","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/uht-milk-full-fat/lacnor-uht-milk-full-fat-1l/p/11605","https://cdn.mafrservices.com/sys-master-root/hcf/h9a/52611733815326/11605_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/uht-milk-full-fat/lacnor-uht-milk-full-fat-1l/p/11605","Lacnor UHT Full Fat Milk, 1L","4",".89","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/others-sliced-cheese/leerdammer-natural-light-160g/p/1411436","https://cdn.mafrservices.com/sys-master-root/hc2/h43/12659521552414/1411436_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/others-sliced-cheese/leerdammer-natural-light-160g/p/1411436","Leerdammer Light Cheese Slices 8 Slices, 160g","16",".79","","","AED 104.94 per Kilo","","",""
"Choose Better","","","https://www.carrefouruae.com/mafuae/en/uht-milk-skimmed/lacnor-uht-milk-skimmed-1l/p/69692","Lacnor UHT Skimmed Milk, 1L","4",".89","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/balade-yoghurt-ff-1kg/p/1922930","Balade Full Fat Yogurt, 1kg","AED 68.95 per Kilo","5",".99","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/sterilgarda-mascarpone-200g/p/1748055","Sterilgarda Mascarpone Cheese 200g","13",".79","Tom. 10:00 AM","Tom. 10:00 AM","","","","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/butlers-secret-special-reserve-200g/p/1818736","Butlers Secret Special Reserve Cheddar Cheese 200g","12",".79","","","AED 63.95 per Kilo","","",""
"","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/almarai-cheese-slices-low-fat-400g/p/1201865","https://cdn.mafrservices.com/pim-content/UAE/media/product/1201865/1768284600/1201865_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/almarai-cheese-slices-low-fat-400g/p/1201865","Almarai Cheese Slices Light, 400g","17",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/whipping-cream/mc-phir-cream-whipping-1l/p/66291","https://cdn.mafrservices.com/sys-master-root/h38/h49/26880101974046/66291_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/danone-greek-150g-strac/p/2251477","Danone Greek Yogurt Stracciatella Gelato, 100% Fresh Cow’s Milk, 150g","AED 44.47 per Kilo","5",".39","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/flavored-greek-yogurt/danone-greek-150g-strac/p/2251477","https://cdn.mafrservices.com/pim-content/UAE/media/product/2251477/1759323607/2251477_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/madame-loik-pot-150g-plain/p/1201967","Paysan Breton Madame Loik Natural Whipped Cheese Pot, 150g","18",".99","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/madame-loik-pot-150g-plain/p/1201967","https://cdn.mafrservices.com/pim-content/UAE/media/product/1201967/1757218204/1201967_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/whipping-cream/mc-phir-cream-whipping-1l/p/66291","Macphie Mactop Whipping Cream, 1L","24",".99","","","AED 35.93 per Kilo","AED 126.60 per Kilo","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kraft-slices-original-400g/p/1364677","https://cdn.mafrservices.com/sys-master-root/h5f/he4/17413384208414/1364677_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kraft-slices-original-400g/p/1364677","Kraft Cheese Slices, 400g","19",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-cream-cheese-light200g/p/1313178","https://cdn.mafrservices.com/sys-master-root/h0a/h7b/49187965632542/1313178_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/rest-of-the-world-cheese/muratbey-slice-kashlaval-225g/p/1814227","Muratbey Sliced Fresh Kashkaval Cheese, 225g","AED 48.72 per Kilo","22",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/rest-of-the-world-cheese/muratbey-slice-kashlaval-225g/p/1814227","https://cdn.mafrservices.com/pim-content/UAE/media/product/1814227/1757218204/1814227_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/glenstal-maturecolored-cheddar-200g/p/933302","Glenstal Mature Irish Cheddar Cheese, 200g","21",".79","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/cheddar-cheese/glenstal-maturecolored-cheddar-200g/p/933302","https://cdn.mafrservices.com/pim-content/UAE/media/product/933302/1753323003/933302_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-cream-cheese-light200g/p/1313178","Puck Light Cream Cheese Natural Spread, 200g","10",".79","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 101.29 per Kilo","AED 108.95 per Kilo","AED 53.95 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/crf-dessert-cream-dark-choco-125gx4/p/1501067","https://cdn.mafrservices.com/sys-master-root/h49/h45/9453353959454/1501067_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/crf-dessert-cream-dark-choco-125gx4/p/1501067","Carrefour Dark Chocolate Dessert Cream, 500g","10",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/elle-vire-cream-cheese-1-36kg/p/1751413","https://cdn.mafrservices.com/pim-content/UAE/media/product/1751413/1756779003/1751413_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/al-jazira-omega-3-golden-eggsx15/p/1213549","Al Jazira Omega 3 Medium White Eggs, 15 PCS","AED 21.98 per Kilo","21",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/omega-3-eggs/al-jazira-omega-3-golden-eggsx15/p/1213549","https://cdn.mafrservices.com/pim-content/UAE/media/product/1213549/1764223803/1213549_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/activia-kefir-mango-180ml/p/2251476","Activia Kefir Mango Probiotics Drink, 180ml","4",".99","Tom. 10:00 AM","Only 4 left","","https://www.carrefouruae.com/mafuae/en/probiotic-yoghurt/activia-kefir-mango-180ml/p/2251476","https://cdn.mafrservices.com/pim-content/UAE/media/product/2251476/1754975403/2251476_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/elle-vire-cream-cheese-1-36kg/p/1751413","Elle & Vire Original Cream Cheese, 1.36kg","73",".49","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 27.72 per Liter","AED 54.04 per Kilo","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/uht-flavored-milk/lacnor-uht-jr-choco-milk-125ml/p/428458","https://cdn.mafrservices.com/sys-master-root/ha5/h92/52611888054302/428458_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/uht-flavored-milk/lacnor-uht-jr-choco-milk-125ml/p/428458","Lacnor UHT Junior Chocolate Milk, 125ml","1",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/lurpak-butter-50gx6/p/1601946","https://cdn.mafrservices.com/pim-content/UAE/media/product/1601946/1776164400/1601946_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/uht-flavored-milk/lacnor-uht-milk-strawberry-180ml/p/11593","Lacnor Essentials UHT Strawberry Flavoured Milk, 180ml","AED 11.92 per Liter","1",".59","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/uht-flavored-milk/lacnor-uht-milk-strawberry-180ml/p/11593","https://cdn.mafrservices.com/sys-master-root/he8/h2b/52611735486494/11593_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-laban/al-ain-up-tetra-pack-200ml/p/1634665","Al Ain Laban Up Drink, 200ml","0",".79","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/flavored-laban/al-ain-up-tetra-pack-200ml/p/1634665","https://cdn.mafrservices.com/sys-master-root/h36/h5d/13851488911390/1634665_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/frozen-unsalted-butter/lurpak-butter-50gx6/p/1601946","Lurpak Unsalted Butter Mini Blocks, 50g Pack of 6","22",".49","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 8.83 per Liter","AED 3.95 per Liter","AED 74.97 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-square-portion-cheese-432g/p/1702339","https://cdn.mafrservices.com/pim-content/UAE/media/product/1702339/1736852404/1702339_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/puck-square-portion-cheese-432g/p/1702339","Puck Cream Cheese Squares 24 Portions, 432g","19",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/president-slice-burger-x10-200g/p/675946","https://cdn.mafrservices.com/pim-content/UAE/media/product/675946/1751044804/675946_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/al-rawabi-yog-plain-ff-400g/p/11255","Al Rawabi Full Fat Plain Yoghurt, 400g","AED 45.81 per Kilo","3",".19","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/full-fat-yogurt/al-rawabi-yog-plain-ff-400g/p/11255","https://cdn.mafrservices.com/pim-content/UAE/media/product/11255/1752552004/11255_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/kashkaval-sheep-milk-cheese-350g/p/748009","Hajdu Kashkawan Sheep's Milk Cheese, 350g","31",".99","Tom. 10:00 AM","Only 1 left","LOW PRICES","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/kashkaval-sheep-milk-cheese-350g/p/748009","https://cdn.mafrservices.com/pim-content/UAE/media/product/748009/1757218204/748009_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/president-slice-burger-x10-200g/p/675946","President Burger Cheddar Cheese Slice 10 Slices, 200g","13",".49","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 7.98 per Kilo","AED 91.40 per Kilo","AED 67.45 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/vqr-triangle-cheese-8p-120g/p/11755","https://cdn.mafrservices.com/pim-content/UAE/media/product/11755/1762747205/11755_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/vqr-triangle-cheese-8p-120g/p/11755","La Vache Qui Rit Original Cheese Triangles 8 Portion, 120g","5",".59","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/holland-cheese/frico-gouda-cumin/p/71400","https://cdn.mafrservices.com/pim-content/UAE/media/product/71400/1756372205/71400_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/frozen-salted-butter/al-marai-butter-salted-200g/p/76533","Almarai Salted Natural Butter, 200g","AED 46.58 per Kilo","12",".79","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/frozen-salted-butter/al-marai-butter-salted-200g/p/76533","https://cdn.mafrservices.com/pim-content/UAE/media/product/76533/1760674205/76533_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/plain-laban/activia-laban-low-fat-1-75l/p/1010894","Activia Plain Dairy Low Fat Laban, Yogurt with billions of Probiotics, 1.75L","14",".99","Tom. 10:00 AM","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/plain-laban/activia-laban-low-fat-1-75l/p/1010894","https://cdn.mafrservices.com/pim-content/UAE/media/product/1010894/1754284025/1010894_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/holland-cheese/frico-gouda-cumin/p/71400","Gouda With Cumin","19",".00","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 63.95 per Kilo","AED 8.57 per Liter","250g - Approx 7 pieces/KG","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/soya-uht-milk/soyfresh-soya-milk-plain-1l/p/748013","https://cdn.mafrservices.com/pim-content/UAE/media/product/748013/1778004600/748013_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/al-baraka-feta-cheese/p/2154540","Feta Cheese","7",".75","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/al-baraka-feta-cheese/p/2154540","https://cdn.mafrservices.com/pim-content/UAE/media/product/2154540/1767768924/2154540_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/soya-uht-milk/soyfresh-soya-milk-plain-1l/p/748013","Soyfresh Soya Milk Non-Dairy Plain, 1L","500g - Approx 2 pieces/KG","9",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/western-cheese/365-grana-padano-dop-flakes-150g/p/1994898","https://cdn.mafrservices.com/sys-master-root/h2f/h84/51570586517534/1994898_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/western-cheese/365-grana-padano-dop-flakes-150g/p/1994898","365 Grana Padano D.O.P. Flakes 150g","24",".99","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kiri-spread-creamy-cheese-500g/p/1242130","https://cdn.mafrservices.com/pim-content/UAE/media/product/1242130/1742386203/1242130_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kiri-spread-creamy-cheese-500g/p/1242130","Kiri Creamy Cheese Spread Tub, 500g","25",".99","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 166.60 per Kilo","AED 51.98 per Kilo","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/labneh/milco-labneh-225gr/p/89445","https://cdn.mafrservices.com/pim-content/UAE/media/product/89445/1748604003/89445_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/labneh/milco-labneh-225gr/p/89445","Milco Labneh, 225g","3",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/pasta-gnocchi-sauces/rana-fresh-lasagne-250g/p/667793","https://cdn.mafrservices.com/sys-master-root/hd2/h92/46287010529310/667793_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/plain-laban/activia-laban-plastic-1-75l/p/495580","Activia Full Fat Fresh Laban, 1.75L","AED 17.73 per Kilo","14",".99","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/plain-laban/activia-laban-plastic-1-75l/p/495580","https://cdn.mafrservices.com/pim-content/UAE/media/product/495580/1748369403/495580_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/pasta-gnocchi-sauces/rana-fresh-lasagne-250g/p/667793","Giovanni Rana Fresh Lasagne 250g","18",".79","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/balade-halloumi-baraka-200g/p/1881728","https://cdn.mafrservices.com/pim-content/UAE/media/product/1881728/1748923803/1881728_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/halloumi-akawi-kashkawal/balade-halloumi-baraka-200g/p/1881728","Balade Baraka Halloumi, 200g","14",".49","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 8.57 per Liter","AED 75.16 per Kilo","AED 72.45 per Kilo",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/flavored-milk/al-ain-fresh-milk-moochy-choc-250m/p/370222","https://cdn.mafrservices.com/sys-master-root/hf6/h18/32565263892510/370222_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-milk/al-ain-fresh-milk-moochy-choc-250m/p/370222","Al Ain Chocolate Milk, 250ml","2",".19","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/labneh/barada-hummus-spicy-280/p/1837259","https://cdn.mafrservices.com/sys-master-root/h34/hf1/17303405920286/1837259_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/unsalted-butter/paysan-breton-unsaltd-btr-10gx20/p/1386292","Paysan Breton Unsalted Butter, 10g Pack of 20","AED 8.76 per Liter","25",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/unsalted-butter/paysan-breton-unsaltd-btr-10gx20/p/1386292","https://cdn.mafrservices.com/pim-content/UAE/media/product/1386292/1757218204/1386292_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/labneh/barada-hummus-spicy-280/p/1837259","Barada Spicy Hummus, 280g","13",".79","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/flavored-laban/al-ain-up-cumin-mint-200ml/p/1355569","https://cdn.mafrservices.com/sys-master-root/h8e/h17/33002088562718/1355569_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavored-laban/al-ain-up-cumin-mint-200ml/p/1355569","Al Ain Cumin Mint Fresh Laban Up Drink, 200ml","1",".39","","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 126.45 per Kilo","AED 6.95 per Liter","",""
"LOW PRICES","https://www.carrefouruae.com/mafuae/en/uht-flavored-milk/lacnor-uht-jr-straw-milk-125ml/p/428454","https://cdn.mafrservices.com/pim-content/UAE/media/product/428454/1748866204/428454_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/uht-flavored-milk/lacnor-uht-jr-straw-milk-125ml/p/428454","Lacnor UHT Junior Strawberry Flavoured Milk, 125ml","1",".49","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/svalya-mozzarella-40-/p/1721596","https://cdn.mafrservices.com/pim-content/UAE/media/product/1721596/1761131929/1721596_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/mozzarella-whey-cheese/svalya-mozzarella-40-/p/1721596","Svalya Mozzarella 40%","AED 11.92 per Liter","18",".15","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/dodoni-feta-cheese-200g/p/1234396","https://cdn.mafrservices.com/pim-content/UAE/media/product/1234396/1760176205/1234396_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/dodoni-feta-cheese-200g/p/1234396","Dodoni Feta Cheese, 200g","21",".49","Only 2 left","Tom. 10:00 AM","LOW PRICES","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/activia-yog-strawberry-light-120g/p/1016107","https://cdn.mafrservices.com/pim-content/UAE/media/product/1016107/1759291804/1016107_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/flavoured-yoghurt/activia-yog-strawberry-light-120g/p/1016107","Activia Strawberry Low Fat Natural Probiotics Stirred Yoghurt, 120g","2",".49","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","300g - Pack size 260g","AED 107.45 per Kilo","AED 20.75 per Kilo","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png"
"LOW PRICES","","","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/kiri-al-jarra-600g/p/718672","Kiri Al Jarra Spreadable Cream Cheese Jar, 600g","33",".79","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/drinking-kefir/chtoora-laban-airan-w-mint-225ml/p/1087755","Chtoora Full Fat Laban Airan with Mint, 225ml","AED 56.32 per Kilo","1",".59","Tom. 10:00 AM","","","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/muratbey-helix-cheese-200g/p/1411595","Muratbey Helix Cheese, 200g","20",".79","Tom. 10:00 AM","Only 2 left","","","","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/balade-fresh-ricotta-cheese-500g/p/2241487","Fresh Ricotta Cheese 500g","30",".49","Tom. 10:00 AM","https://cdnprod.mafretailproxy.com/assets/images/Vector_2_afde1e66b5_672c4d6a64.png","AED 7.07 per Liter","AED 103.95 per Kilo","",""
"","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/happy-cow-triangle-cheese-24p-360g/p/529692","https://cdn.mafrservices.com/sys-master-root/hf5/hc5/16867513761822/529692_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/spread-processed-cheese/happy-cow-triangle-cheese-24p-360g/p/529692","Happy Cow Cheese 24 Portion 360g","15",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/labana-salad-w-makdous/p/2152293","https://cdn.mafrservices.com/pim-content/UAE/media/product/2152293/1759230606/2152293_main.jpeg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/other-type-milk/alpro-carm-pro-2x750ml/p/2252138","Alpro Barista Caramel Flavour Oat-Soya Drink, 750ml Pack of 2","AED 42.47 per Kilo","26",".29","Tom. 10:00 AM","https://www.carrefouruae.com/mafuae/en/other-type-milk/alpro-carm-pro-2x750ml/p/2252138","https://cdn.mafrservices.com/pim-content/UAE/media/product/2252138/1754629803/2252138_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/greek-yogurt/strained-yoghurt-2-1-kg/p/1363323","Kolios 2% Fat Strained Greek Yogurt, 1kg","44",".49","Tom. 10:00 AM","Tom. 10:00 AM","","https://www.carrefouruae.com/mafuae/en/greek-yogurt/strained-yoghurt-2-1-kg/p/1363323","https://cdn.mafrservices.com/pim-content/UAE/media/product/1363323/1753852203/1363323_main.jpg?im=Resize=(300,300)","https://www.carrefouruae.com/mafuae/en/feta-white-cheese/labana-salad-w-makdous/p/2152293","Al Baraka Labana Salad With Makdous","28",".49","","","AED 17.53 per Liter","AED 45.40 per Kilo","",""
